ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisites,Instructional Home,First Curriculum Use Week,Primary Mastery Week,Semantic Task ID,Evidence Route
C5.3,"Use divide-and-conquer, known-good substitution, signal tracing, or rail-by-rail checks appropriately without changing multiple variables at once.","Use divide-and-conquer, known-good substitution, signal tracing, or rail-by-rail checks appropriately without changing multiple variables at once.",KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,Week 13 Career — Career integration: reproducible fault isolation and causal root cause,13,13,SEM-C5-13-1640A,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.
C5.4,Distinguish root cause from symptom and verify that a repair removes the cause without creating a new failure.,Distinguish root cause from symptom and verify that a repair removes the cause without creating a new failure.,KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,Week 13 Career — Career integration: reproducible fault isolation and causal root cause,13,13,SEM-C5-13-1640A,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.
C5.5,Use fault injection or controlled perturbation to demonstrate that a diagnostic method can detect an expected failure mode.,Use fault injection or controlled perturbation to demonstrate that a diagnostic method can detect an expected failure mode.,MOVE,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Moved to the first curriculum location where the full competency is actually taught and can be assessed without future-concept leakage.,Alfred preserves the competency identity but moves required mastery evidence to the dependency-correct week.,C5.1–C5.4 (expected→observed troubleshooting and causal hypothesis testing); C11.1–C11.4 (verification/test-case discipline); known-good project baseline,Week 28 Career — controlled fault injection and detection coverage,28,28,SEM-C5-28-1640B,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.
C5.6,"Write a concise failure report containing symptom, setup, evidence, root cause, corrective action, and verification.","Write a concise failure report containing symptom, setup, evidence, root cause, corrective action, and verification.",KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,Week 13 Career — Career integration: reproducible fault isolation and causal root cause,13,13,SEM-C5-13-1640A,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.
C6.1,"Write and explain C expressions using integer types, operators, precedence, conditionals, and loops.","Read, write, and trace small C programs using typed variables, expressions, assignments, conditionals, and loops; predict control flow and resulting values before running the code.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CETA-W14 computer/representation foundation; no prior programming assumed,Week 14 Career — Career integration: C foundations from control flow through addresses and pointers,14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.
C6.2,"Use functions, prototypes, parameters, return values, and scope to organize code into testable units.","Use function declarations/prototypes, parameters, return values, and scope to divide C programs into small testable units and explain the data passed into and out of each unit.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CETA-W14 computer/representation foundation; no prior programming assumed,Week 14 Career — Career integration: C foundations from control flow through addresses and pointers,14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.
C6.3,"Use arrays, strings, structs, enums, and pointers without confusing values, addresses, and object lifetimes.","Use arrays, strings, structs, and enums to represent small embedded/test-program data structures while maintaining bounds, type, and lifetime discipline.",SPLIT,Informed by,cs50C,CS50x Week 4 — Memory and Pointers,https://cs50.harvard.edu/x/notes/4/,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,The prior standard combined aggregate data structures with the separate value/address/pointer mental model. It is split so pointers can be taught and assessed explicitly rather than hidden inside one overloaded competency.,C6.3 now owns aggregate data structures; new C6.7 owns addresses/pointers and lifetime-safe pointer use.,CETA-W14 computer/representation foundation; no prior programming assumed,Week 14 Career — arrays/strings/structs/enums,14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.
C6.4,"Use bitwise AND, OR, XOR, shifts, and masks to inspect or modify individual bits.","Use bitwise AND, OR, XOR, shifts, and masks to inspect or modify specific bits, and explain the before/after bit pattern rather than treating the operation as a memorized formula.",REWRITE,Informed by,armEmbedded,Embedded C Programming with Arm Cortex-M,https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Week 14 typed integers and binary representation; explicit bit-position/mask teaching precedes mastery.,Week 14 Career — Career integration: C foundations from control flow through addresses and pointers,14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.
C6.5,"Identify common C defects such as off-by-one errors, uninitialized variables, invalid pointer use, integer overflow, and missing bounds checks.","Recognize and prevent common C defects including off-by-one errors, uninitialized data, invalid pointer use, out-of-bounds access, integer conversion/overflow problems, and missing validation.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC; cs50C; armEmbedded,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/; cs50C: CS50x Week 4 — Memory and Pointers — https://cs50.harvard.edu/x/notes/4/; armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CETA-W14 computer/representation foundation; no prior programming assumed,Week 14 Career — Career integration: C foundations from control flow through addresses and pointers,14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.
C6.6,"Compile with warnings enabled, read diagnostics, and debug a small program methodically rather than changing code at random.","Build small C programs with warnings enabled, interpret compiler/runtime diagnostics, reproduce failures with controlled inputs, inspect state, and debug by testing one hypothesis at a time.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC; cs50C; armEmbedded,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/; cs50C: CS50x Week 4 — Memory and Pointers — https://cs50.harvard.edu/x/notes/4/; armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,CETA-W14 computer/representation foundation; no prior programming assumed,Week 14 Career — Career integration: C foundations from control flow through addresses and pointers,14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.
C6.7,,"Explain the difference between a value and an address, use pointers to access valid objects/arrays, and identify invalid, null, out-of-bounds, and lifetime-related pointer risks in small C programs.",ADD,Informed by,beejC,Beej's Guide to C Programming,https://beej.us/guide/bgc/,cs50C; armEmbedded,cs50C: CS50x Week 4 — Memory and Pointers — https://cs50.harvard.edu/x/notes/4/; armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,Added because pointer/address reasoning is a prerequisite for embedded C and deserved an explicit independently teachable competency rather than being buried inside C6.3.,"Alfred introduces the address mental model only after arrays/functions, then uses tiny examples before MCU register/peripheral code.","CETA-W14 (computer/memory representation); C6.1–C6.3 (program anatomy, control flow, arrays/data structures)","Week 14 Career — values, addresses, pointers, lifetime",14,14,SEM-C6-14-1640,Required semantic task SEM-C6-14-1640; v16.3.40 integrated lesson checks; changed-context mastery evidence.
C7.1,"Explain the role of CPU, registers, memory, peripherals, clocking, interrupts, and buses in a microcontroller system.","Explain an embedded microcontroller as CPU + memory + clocks + buses + peripherals + registers, and connect each part to what executing C code can observe or control.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armKit; stTraining,armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C6 C-programming foundation; CETA-W15 MCU/computer concepts,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",15,15,SEM-C7-15-081,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.
C7.2,Use volatile and fixed-width integer types appropriately when code interacts with hardware registers or asynchronous events.,"Use fixed-width integer types and volatile appropriately for hardware registers or asynchronously changed state, and explain what volatile does and does not guarantee.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C6 C-programming foundation; CETA-W15 MCU/computer concepts,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",15,15,SEM-C7-15-081,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.
C7.3,Apply read-modify-write and bit-mask operations to peripheral control registers while preserving unrelated bits.,Apply read-modify-write and bit masks to memory-mapped peripheral registers while preserving unrelated bits and checking the relevant register documentation.,REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C6 C-programming foundation; CETA-W15 MCU/computer concepts,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",15,15,SEM-C7-15-081,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.
C7.4,Design a nonblocking state machine for a simple embedded behavior instead of relying on long blocking delays.,"Convert a simple blocking embedded behavior into an explicit nonblocking state machine with named states, transitions, events, and bounded timing behavior.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C6 C-programming foundation; CETA-W15 MCU/computer concepts,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",15,15,SEM-C7-15-081,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.
C7.5,Explain polling versus interrupts and select the simpler correct approach for a given timing requirement.,"Explain polling and interrupts from the CPU/peripheral point of view and choose the simpler correct mechanism for a stated latency, timing, and complexity requirement.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C6 C-programming foundation; CETA-W15 MCU/computer concepts,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",15,15,SEM-C7-15-081,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.
C7.6,"Separate hardware abstraction, application logic, and diagnostic output so firmware is easier to test and troubleshoot.","Separate hardware-access code, application/state logic, and diagnostic output so each layer can be reasoned about, tested, and troubleshot independently.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C6 C-programming foundation; CETA-W15 MCU/computer concepts,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",15,15,SEM-C7-15-081,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.
C8.1,"Create an STM32 project with correct MCU/board selection, clock configuration, pin mapping, and generated initialization code.","Create an STM32 project by identifying the exact board/MCU, configuring clocks and pins, generating/inspecting initialization, building the project, and identifying the produced firmware image.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.
C8.2,Bring up a GPIO input/output and verify both firmware state and physical pin behavior.,"Bring up one STM32 GPIO path from project configuration through firmware state to physical pin behavior, using an independent measurement to prove the result.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.
C8.3,"Use SWD debugging to halt, step, inspect variables/registers, set breakpoints, and distinguish code-flow problems from hardware problems.","Explain the debug-probe/SWD path and use it to connect, halt, step, set breakpoints, and inspect variables/registers so code-flow faults can be separated from hardware faults.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,armKit,armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.
C8.4,"Configure and validate a timer, ADC, or interrupt source while checking assumptions about clocks and units.","After a known-good GPIO baseline, configure and validate one STM32 timer/event or interrupt path while checking peripheral clock, prescaler/period, time units, flags, and observable timing evidence.",SPLIT,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,"The prior standard bundled timer, ADC, and interrupt configuration. Timer/event/interrupt timing remains in C8.4; ADC conversion becomes new C8.7 so each skill has a complete teaching and evidence path.",C8.4 is taught only after the Week 16 GPIO/SWD baseline.,CETA-W16 (MCU/clock architecture); C7.1–C7.6 (embedded C/MCU architecture); C8.1–C8.3 (known-good STM32 GPIO/build/flash/SWD baseline),Week 16 Career — timer/event/interrupt proof after GPIO baseline,16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.
C8.5,"Use current draw, reset behavior, clock configuration, boot configuration, and debug connectivity as early board bring-up checks.","Use staged evidence—power/current, reset/boot, clock/configuration, debug connectivity, minimal firmware, and I/O—to establish a known-good STM32 bring-up baseline before adding complexity.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.
C8.6,"Capture a reproducible STM32 fault with firmware revision, configuration, measurements, and a verified fix.","Capture an STM32 fault reproducibly with board/MCU identity, firmware revision, configuration, measurements/debug evidence, hypothesis, corrective action, and verified retest.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,"Week 16 Career — Career integration: STM32 build/flash/debug, timer, and ADC proofs",16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.
C8.7,,"After a known-good digital baseline, configure and validate one STM32 ADC channel using a known input while checking reference voltage, channel/pin mode, resolution/sample settings, raw code, engineering-unit conversion, and independent physical measurement.",ADD,Informed by / cross-checked against,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,armKit,armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Added because ADC bring-up has a distinct analog/reference/sample/units dependency chain that should not be hidden inside a combined timer/ADC/interrupt standard.,Alfred uses a known DC input and DMM cross-check before any sensor-specific ADC application.,CETA-W16 (MCU and conversion foundations); C8.1–C8.3 (known-good digital baseline); voltage/reference measurement discipline from C3,Week 16 Career — ADC known-input proof after digital baseline,16,16,SEM-C8-16-1640,Required semantic task SEM-C8-16-1640; v16.3.40 integrated lesson checks; changed-context mastery evidence.
C9.1,"Configure UART parameters and diagnose mismatched baud rate, data bits, parity, stop bits, logic level, or crossed TX/RX connections.","Configure UART parameters and diagnose mismatched baud rate, data bits, parity, stop bits, logic level, or crossed TX/RX connections.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.
C9.2,"Explain I²C addressing, open-drain signaling, pull-up resistors, START/STOP conditions, ACK/NACK, and common stuck-bus faults.","Explain I²C addressing, open-drain signaling, pull-up resistors, START/STOP conditions, ACK/NACK, and common stuck-bus faults.",KEEP,Informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,saleae; sparkfunSerial; sparkfunI2C; sparkfunSPI,saleae: Logic Analyzer Learning and Support — https://support.saleae.com/; sparkfunSerial: Serial Communication — https://learn.sparkfun.com/tutorials/serial-communication/all; sparkfunI2C: I2C — https://learn.sparkfun.com/tutorials/i2c/all; sparkfunSPI: Serial Peripheral Interface (SPI) — https://learn.sparkfun.com/tutorials/serial-peripheral-interface-spi/all,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C8 known-good MCU baseline; CETA-W18 interface signaling; C3 measurement/reference discipline,"Week 18 Career — Career integration: UART, I²C, SPI, datasheets, and protocol captures",18,18,SEM-C9-18-083,Required semantic task SEM-C9-18-083; required primary lesson gate; v16.3 integrated lesson checks; Week 18 mastery/teach-back.
