week,source_id,title,provider,kind,source_url,disposition,lesson_track,lesson_title,segment_id,segment_title,instructional_role,display_treatment,why_here,watch_for,decision_reason
7,tiInductiveLoads,Driving inductive loads with power switches,Texas Instruments,Manufacturer training video,https://www.ti.com/video/6018730150001,contextual lesson placement,Career,Read a datasheet and design a relay/inductive-load interface,career-w07-a-relay-coil-is-an-inductive-load,A relay coil is an inductive load,demonstration,primary,See what stored magnetic energy does at turn-off and how flyback/clamp paths protect the switch.,Predict polarity reversal and identify the safe current-decay path.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,tiMotorTypes,Motor types,Texas Instruments,Manufacturer training video,https://www.ti.com/video/6067548423001,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-12,Relays and machines convert electrical and magnetic behavior into motion,demonstration,primary,"Compare brushed DC, stepper and brushless motor behavior and what physically creates torque.",Identify what is being commutated and how the drive method differs by motor family.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-read-a-datasheet-electronics-with-becky-stern-digikey,contextual lesson placement,Career,Read a datasheet and design a relay/inductive-load interface,career-w07-read-the-datasheet-in-a-risk-first-order,Read the datasheet in a risk-first order,core,primary,"Learn how to find pinout, absolute maximums, recommended conditions, ratings, charts and operating specifications before connecting a component.",Separate absolute maximum ratings from normal operating conditions and cite the exact table/graph used.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacComponentResistors,Electronic Components — Resistors,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/electronic-components-resistors/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-4,"Resistor families, markings, thermistors, and potentiometers",demonstration,primary,"Learn resistor construction families, surface-mount versus leaded forms, power/tolerance ratings, 3/4/5-band color codes, rheostats and potentiometers.","Identify value, tolerance, power implications and variable-resistor terminal use from the physical part rather than schematic symbol alone.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacCapacitorsPart1,"Capacitors (Part 1) — Construction, Charge, Capacitance, and Q=CV",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/capacitors-part-1/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-5,"Capacitors: type, variable capacitance, charge, and coulombs",core,primary,"Learn plate/dielectric construction, stored charge, capacitance and the Q=CV relationship before selecting or testing a capacitor.","Distinguish charge Q, capacitance C and voltage V; explain what geometry/dielectric changes do to capacitance.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacCapacitorsPart2,"Capacitors (Part 2) — Current Flow, Types, Polarity, and Ratings",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/capacitors-part-2-current-flow-in-a-capacitive-circuit/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-5,"Capacitors: type, variable capacitance, charge, and coulombs",reinforcement,compact,"Learn fixed/variable and polarized/non-polarized categories, voltage/capacitance/temperature ratings, and charging-current behavior.",Treat polarity and voltage rating as safety/reliability constraints; do not infer dielectric technology from package appearance alone.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacInductorsPart2,Inductors (Part 2) — Types and Applications,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/inductors-part-2-types-and-applications/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-6,"Inductors and transformers: construction, cores, turns, and laminations",core,primary,"Learn practical inductor forms/applications, ferrite suppression, series/parallel combinations and how construction/application relates to behavior.","Connect core/application choice to inductance, reactance and unwanted RF behavior rather than treating every coil as interchangeable.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacIntroICs,Introduction to Integrated Circuits (ICs),All About Circuits,Engineering video tutorial,https://www.allaboutcircuits.com/video-tutorials/introduction-to-integrated-circuits/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-9,Integrated circuits and relay types including solid-state relays,core,primary,"Learn what an integrated circuit is, die/package/pin relationships, through-hole versus surface-mount packaging and BGA-style packaging.",Separate the silicon die/circuit from the external package and recognize that package style does not define function.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacBjtIntro,Bipolar Transistors — Introduction,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/bipolar-transistors-intro/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",core,primary,"Learn NPN/PNP terminals, carrier/current-control behavior and the basic operating-region vocabulary needed to recognize BJT roles.",Keep device polarity and terminal identification explicit; do not treat a BJT as interchangeable with a MOSFET.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacMosfetLecture,MOSFETs — MOS Field Effect Transistors,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/mosfets-mos-field-effect-transistors/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",reinforcement,compact,"Learn MOSFET gate/source/drain roles, enhancement/depletion and N/P-channel distinctions as the basis for MOS and CMOS device recognition.",Do not confuse VGS(th) with a guaranteed fully enhanced low RDS(on) operating point.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacJfet,Junction Field-Effect Transistors (JFET),North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/junction-field-effect-transistors-jfet/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",reinforcement,compact,"Learn JFET gate/source/drain structure, channel control and the device's role as a field-effect transistor.",Contrast JFET junction-gate control with insulated-gate MOSFET behavior.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
7,aacZener,Special Diodes — Zener Diodes,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/zener-diodes/,contextual lesson placement,CETa,"Component families, ratings, magnetism, and machines",concept-8,SCR/DIAC/TRIAC and diode families,reinforcement,compact,"Learn reverse-breakdown operation, Zener voltage/power ratings and the need for current limiting in regulation/clamping applications.",Keep ordinary forward conduction distinct from controlled reverse-breakdown use.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacSemiconductorBasics,Semiconductor Basics: Materials and Devices,All About Circuits,Engineering video tutorial,https://www.allaboutcircuits.com/video-tutorials/semiconductor-materials-and-devices/,contextual lesson placement,CETa,Junction behavior and semiconductor device roles,concept-4,Semiconductor junctions create controllable nonlinear behavior,reinforcement,compact,"Learn doping, carriers and why semiconductor junctions can create controllable device behavior.",Relate material/doping changes to carrier availability instead of memorizing device symbols only.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacDiodeCharacteristics,Diode Characteristics — Diode and Diode Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/diode-characteristics-circuits/,contextual lesson placement,CETa,Junction behavior and semiconductor device roles,concept-1,A diode is directional but not an ideal check valve,core,primary,"Learn forward/reverse bias, practical forward drop, leakage and breakdown.",Predict current path and polarity before calculating or measuring.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacBjtIntro,Bipolar Transistors — Introduction,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/bipolar-transistors-intro/,contextual lesson placement,CETa,Junction behavior and semiconductor device roles,concept-2,A BJT is controlled by base current,core,primary,"Learn NPN/PNP structure, terminals and current-control concept before switch/bias work.",Identify emitter/base/collector and distinguish NPN from PNP orientation/bias.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacMosfetLecture,MOSFETs — MOS Field Effect Transistors,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/mosfets-mos-field-effect-transistors/,contextual lesson placement,CETa,Junction behavior and semiconductor device roles,concept-3,A MOSFET is controlled by gate-to-source voltage,core,primary,Learn enhancement/depletion and N/P channel behavior plus gate/source/drain roles.,Separate gate threshold from guaranteed low-resistance full-on operation.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,tiMosfetBasics2026,MOSFET basics,Texas Instruments / University of Texas at Austin,University-industry video lecture,https://www.ti.com/video/6243264133001,contextual lesson placement,Career,Design and diagnose a protected low-side switch,career-w08-gate-drive-and-switching-loss-are-real-design-constraints,Gate drive and switching loss are real design constraints,demonstration,primary,"Use the TI lecture to connect gate drive, body diode, switching behavior and on-resistance to a real low-side switch.",Check whether the available gate voltage actually meets the datasheet's on-resistance conditions.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-read-a-datasheet-electronics-with-becky-stern-digikey,contextual lesson placement,Career,Design and diagnose a protected low-side switch,career-w08-start-from-the-load-and-work-backward,Start from the load and work backward,core,compact,"Read pinout, absolute maximums, operating limits and characteristic curves before selecting or powering a diode/BJT/MOSFET.","Cite the exact condition attached to every current, voltage or resistance claim.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacTroubleshootSemiconductors,Troubleshooting Semiconductors,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/troubleshooting-semiconductors/,contextual lesson placement,Career,Design and diagnose a protected low-side switch,career-w08-three-node-measurements-usually-reveal-the-stage-that-failed,Three node measurements usually reveal the stage that failed,troubleshooting,primary,Learn practical semiconductor handling/test considerations and how failures can present.,Separate mechanical/package/ESD issues from electrical junction symptoms.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacZener,Special Diodes — Zener Diodes,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/zener-diodes/,contextual lesson placement,CETa,Junction behavior and semiconductor device roles,concept-6,Thyristors and specialized diodes have specific triggering behavior,reinforcement,compact,"Learn reverse-breakdown operation, Zener voltage/power ratings and simple regulation/clamping behavior.",Do not treat intentional Zener breakdown as ordinary diode failure; include current limiting in every regulation example.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
8,aacJfet,Junction Field-Effect Transistors (JFET),North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/junction-field-effect-transistors-jfet/,contextual lesson placement,CETa,Junction behavior and semiconductor device roles,concept-5,BJT and FET devices control current differently,reinforcement,compact,"Add JFET construction, terminals, channel control and switch/amplifier use to the transistor family map.",Contrast voltage-controlled FET input behavior with BJT base-current control.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
9,aacPowerSupplies,Power Supplies — Applications,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/power-supplies-applications/,contextual lesson placement,CETa,Power-supply blocks and their expected signals,concept-1,Follow the block chain,core,primary,Learn the transformer→rectifier→filter→regulator chain and how half/full-wave rectification creates pulsating DC.,Sketch the waveform after each block and predict what a failed/open/shorted block would do downstream.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
9,aacPowerIcs,Introduction to Power Management: Voltage Regulator ICs,All About Circuits,Engineering video tutorial,https://www.allaboutcircuits.com/video-tutorials/power-ics/,contextual lesson placement,CETa,Power-supply blocks and their expected signals,concept-3,"Regulation trades voltage, current, heat, noise, and complexity",core,primary,"Learn linear versus switching regulation, efficiency/noise tradeoffs and common PMIC roles.",Explain why a linear pass device dissipates power continuously while a switcher transfers energy in switched intervals.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
9,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,https://www.ti.com/video/5971802514001,contextual lesson placement,Career,Rail-by-rail bring-up and supply troubleshooting,career-w09-use-rail-behavior-to-distinguish-source-regulator-and-load-faults,"Use rail behavior to distinguish source, regulator, and load faults",troubleshooting,primary,Apply structured board-level checks to power-rail symptoms rather than replacing parts by guesswork.,Compare expected rails/current signatures with measured evidence and change one variable at a time.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
9,aacPowerSuppliesApplications,Power Supplies — Applications,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/power-supplies-applications/,contextual lesson placement,CETa,Power-supply blocks and their expected signals,concept-2,The filter capacitor supplies load between peaks,demonstration,primary,"Trace AC input through transformation/rectification/filtering/regulation and explicitly study capacitor, L and π filter topologies.","Predict where ripple exists, what each filter element suppresses and what measurements should appear before/after the filter.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
9,tiBatteryTraining,Battery Management Deep Dive — Battery Chargers: Fundamentals,Texas Instruments,Manufacturer on-demand video training series,https://www.ti.com/video/series/battery-management-deep-dive-on-demand-technical-training.html,contextual lesson placement,CETa,Power-supply blocks and their expected signals,concept-5,"Batteries, charging, capacity, and protection",go-deeper,primary,"Complete the introductory battery-management lesson plus the mapped charger-fundamentals lessons, especially Li-ion charging and charger-system topology.","Separate cell chemistry limits, charging stages/current/voltage control, protection and system power-path behavior.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacDecibels,Decibels — Amplifier Basics,North Seattle Community College / All About Circuits,College video lecture with worked dB calculations,https://www.allaboutcircuits.com/video-lectures/decibels-amplifier-basics/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-1,Gain is an input-to-output ratio with conditions,core,primary,Learn voltage/current/power gain and convert ratios to decibels with worked examples.,Use the correct 20log versus 10log relationship and keep units/ratio meaning explicit.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacAmpConfigs,Amplifier Configurations,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/amplifier-configurations/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-4,"Amplifier roles, classes, stages, and frequency response",core,primary,"Compare common-emitter, common-collector and common-base behavior and loading/phase implications.","Identify which terminal is common and what happens to voltage/current gain, phase and impedance.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacOpAmpBasicConfig,Basic Amplifier Configuration — Op Amps,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/basic-amplifier-configuration/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-6,Operational amplifiers and gain analysis,core,primary,Learn inverting/non-inverting feedback configurations and derive closed-loop gain from the resistor network.,Trace negative feedback and distinguish ideal analysis from real input/output limitations.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,tiPrecisionOpAmps,TI Precision Labs — Op Amps,Texas Instruments,Manufacturer college-style video curriculum,https://www.ti.com/video/series/precision-labs/ti-precision-labs-op-amps.html,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-10,Op-amp rules are conditional approximations,go-deeper,primary,"Complete the mapped introduction, input/output limitations, bandwidth/gain and slew-rate lessons.","Connect common-mode range, output swing, gain-bandwidth and slew rate to clipping/distortion/bandwidth symptoms.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,tiOpAmpOutputStage,Op Amp Distortion — Output Stage,Texas Instruments,Manufacturer technical video,https://www.ti.com/video/4650731413001,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-7,"Distortion, loading, buffering, and measurement error",demonstration,primary,Learn how output-stage topology and load current create distortion and clipping.,Separate input/common-mode problems from output-load/output-swing problems.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,tiAudioAmpBasics,Audio Amplifier Basics,Texas Instruments,Manufacturer video,https://www.ti.com/video/6287826793001,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-4,"Amplifier roles, classes, stages, and frequency response",reinforcement,compact,Assign the TI amplifier-basics video here—not merely in the source registry—to learn amplifier purpose/specifications and Class A/B/AB/D distinctions.,"Relate class to conduction/switching behavior, efficiency/distortion tradeoffs and intended load/application rather than memorizing letters.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,tiAudioFundamentals,TI Precision Labs — Audio Fundamentals,Texas Instruments,Manufacturer video series,https://www.ti.com/video/series/precision-labs/ti-precision-labs-audio-fundamentals.html,contextual lesson placement,Career,Measure and troubleshoot a signal chain,career-w10-report-gain-across-frequency-and-load,Report gain across frequency and load,reinforcement,primary,"Use the mapped fundamentals lessons for gain, signal path, noise/distortion, load/interface and measurement vocabulary.",Connect each spec to a measurable input/output behavior and distinguish gain from output-power capability.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacTransistorBiasing,"Transistor Biasing (continued) — Cutoff, Linear Region, and Saturation",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/transistor-biasing-cont/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-5,"BJT and FET amplifier bias, gain, and power",core,primary,Learn why linear amplifiers require a quiescent operating point between cutoff and saturation and how bias establishes usable signal swing.,Diagnose clipping as the signal forcing the device out of the intended linear region rather than simply 'too much gain.',"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacAmplifierConfigs,"Amplifier Configurations — Common-Emitter, Common-Collector, and Common-Base",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/amplifier-configurations/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-5,"BJT and FET amplifier bias, gain, and power",reinforcement,compact,"Learn common-emitter, common-collector/emitter-follower and common-base roles, biasing context, phase and impedance behavior.",Explain why a near-unity-voltage-gain emitter follower can still be useful because of impedance/current-drive behavior.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacJfetAmplifiers,"JFET Amplifiers — Common-Source, Common-Gate, and Common-Drain",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/jfet-amplifiers/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-5,"BJT and FET amplifier bias, gain, and power",reinforcement,compact,Map common-source/common-gate/common-drain to the corresponding BJT configurations and learn their bias/phase/impedance roles.,Use the FET's high input impedance and configuration choice as part of the signal-chain explanation.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
10,aacMosfetAmplifiers,MOSFET Amplifiers — Biasing and Common-Source Behavior,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/mosfet-amplifiers/,contextual lesson placement,CETa,"Gain, dB, feedback, and ideal op-amp rules",concept-5,"BJT and FET amplifier bias, gain, and power",reinforcement,compact,"Learn MOSFET linear-region biasing, common-source response, high input impedance and the distinction between switching and linear operation.",Keep the device out of cutoff/saturation when analyzing a linear amplifier and connect bias errors to waveform distortion.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacBinaryConversion,"Binary Conversion — Binary, Decimal, and Hexadecimal",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/binary-conversion-converting-binary-to-decimal/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-1,Number bases are different representations of the same value,core,primary,Build fluency converting binary ↔ decimal and binary ↔ hexadecimal.,Work conversions without a calculator first and explain positional weights.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacBooleanPostulates,Boolean Algebra — Postulates and Simplification,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/boolean-algebra-postulates/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-2,Logic gates implement conditions,core,primary,Learn Boolean operators/identities and simplify logic expressions into gate realizations.,Translate every symbolic step back into a gate-level change.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacCombinationalLogic,Combinational Logic,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/combinational-logic/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-4,"Logic gates, truth tables, and flip-flops",core,primary,Learn combinational logic as output determined by present inputs; connect equations/truth tables/gates.,Complete truth tables before viewing the solution.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacSequentialLogic,Sequential Logic,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/sequential-logic/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-3,Sequential logic remembers state,core,primary,Learn how latches/flip-flops and clocking create state/memory.,Track state across input/clock events rather than treating outputs as purely combinational.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,tiDebounceSwitch,Debounce a Switch,Texas Instruments,Manufacturer video,https://www.ti.com/video/5840441551001,contextual lesson placement,Career,"Real logic levels, pull resistors, debounce, and measurement",career-w11-debounce-is-a-time-domain-problem,Debounce is a time-domain problem,demonstration,primary,See why a mechanical switch creates multiple transitions and how RC + Schmitt-trigger debounce changes the waveform.,Relate bounce time to the unwanted digital events and explain hysteresis’ role.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacCounters,Counters — Synchronous/Asynchronous Counting and Frequency Division,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/counters/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-5,"Counters, buses, clocks, timing, and logic families",reinforcement,compact,"Learn synchronous/asynchronous counting, binary count sequences, frequency division, integrated counters and propagation-delay implications.",Trace bit state across clock edges and identify when ripple delay can create transient false counts.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacMicroprocessorBusNetworks,"Microprocessor Bus Networks — Address, Data, and Control Buses",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/microprocessor-bus-networks/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-5,"Counters, buses, clocks, timing, and logic families",reinforcement,compact,"Learn address, data and control buses plus read/write coordination between a processor, memory and I/O.",State what information each bus carries and follow one read/write transaction at block level.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
11,aacComputerHardware,"Computer Hardware — Processor, Memory, Controllers, Buses, and Peripherals",North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/computer-hardware/,contextual lesson placement,CETa,"Binary, hexadecimal, gates, and sequential state",concept-6,Digital displays and microcontrollers,reinforcement,compact,"Learn processor, RAM/cache, controllers, I/O/peripheral blocks, power and system buses as one computer/electronic system.",Trace data/control from CPU to memory and peripherals and identify which block owns each function.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
12,digiKeySoldering,How To Solder — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-solder-electronics-with-becky-stern-digi-key-electronics,contextual lesson placement,CETa,ESD control and solder/rework fundamentals,concept-2,"A good joint comes from clean surfaces, correct heat, and wetting",demonstration,primary,"Watch heat-both-surfaces, solder flow/wetting and undisturbed cooling before the workmanship task.",Identify where heat and solder are applied and what acceptable wetting looks like.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
12,paceBgaTutorial,Official IR 3000 Tutorial — Install and Remove BGA and SMC,PACE Worldwide,Professional rework video tutorial,https://paceworldwide.com/video/official-ir-3000-tutorial-install-and-remove-bga-and-smc,contextual lesson placement,CETa,ESD control and solder/rework fundamentals,concept-6,SMT/BGA handling and PCB pad/trace/PTH repair boundaries,go-deeper,primary,"Observe controlled BGA/SMC removal and installation as a professional rework process: board support, thermal control, alignment, removal/placement and inspection workflow.",Recognize why BGA rework requires dedicated thermal/profile/alignment equipment and should not be attempted as casual hand rework.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
12,digiKeyBrokenTrace,How to Repair Broken Traces — Another Teaching Moment,DigiKey Electronics,Electronics repair video,https://www.digikey.com/en/videos/d/digi-key-electronics/how-to-repair-broken-traces--another-teaching-moment--digikey-electronics,contextual lesson placement,CETa,ESD control and solder/rework fundamentals,concept-9,Rework has a damage budget,demonstration,primary,"Learn the evidence path for a damaged/lifted trace: identify endpoints, clean/remove damaged material, restore continuity with an appropriate jumper/repair and verify afterward.",Confirm the intended net from schematic/continuity evidence before bridging; avoid creating a shortcut around another component or net.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
13,aacSystemNotations,System Notations,North Seattle Community College / All About Circuits,College video lecture with transcript,https://www.allaboutcircuits.com/video-lectures/system-notations/,contextual lesson placement,CETa,Read diagram types and turn symbols into behavior,concept-1,Each drawing answers a different question,core,primary,"Learn the purpose and differences among block, schematic, wiring and other system representations.",Never infer physical placement from schematic drawing position; use labels/nets/reference designators.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
