ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisite Standard Codes,Prerequisite Detail,Foundation Teaching Week,Foundation Teaching Section ID,Foundation Teaching Section,First Introduction Week,First Guided-Practice Week,First Application Week,Reinforcement Weeks,Mastery Week,Semantic Evidence Task ID,Associated Question IDs,Associated Lab / Project Evidence,Instructional Home,Traceability Version
C4.5,"Document rework with before/after evidence, component orientation, and verification measurements.","Document rework with before/after evidence, component orientation, and verification measurements.",KEEP,Informed by,gptcElectronics,Electronics Technology — current catalog,https://www.gptc.edu/college-catalog/current/programs/electronics-technology,nasaHarness; nasaESD; onetTech,"nasaHarness: NASA-STD-8739.4 — Crimping, Cables, Harnesses, and Wiring — https://standards.nasa.gov/standard/NASA/NASA-STD-87394; nasaESD: NASA-HDBK-8739.21 — ESD Control — https://standards.nasa.gov/standard/NASA/NASA-HDBK-873921; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00",Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Relevant CETa workmanship/component/interconnect instruction; C1 ESD/safety habits,12,career-w12-a-physical-change-needs-a-before-after-record,A physical change needs a before/after record,12,12,29,29,12,SEM-C4-12-1640A,CAREER-W12-CHECK-1,Required semantic task SEM-C4-12-078; required primary lesson gate; v16.3 integrated lesson checks; Week 12 mastery/teach-back.,Week 12 Career — A physical change needs a before/after record,16.3.42
C4.6,"Explain when a damaged pad, trace, connector, or harness should be repaired, replaced, or escalated rather than improvised.","Explain when a damaged pad, trace, connector, or harness should be repaired, replaced, or escalated rather than improvised.",KEEP,Informed by,gptcElectronics,Electronics Technology — current catalog,https://www.gptc.edu/college-catalog/current/programs/electronics-technology,nasaHarness; nasaESD; onetTech,"nasaHarness: NASA-STD-8739.4 — Crimping, Cables, Harnesses, and Wiring — https://standards.nasa.gov/standard/NASA/NASA-STD-87394; nasaESD: NASA-HDBK-8739.21 — ESD Control — https://standards.nasa.gov/standard/NASA/NASA-HDBK-873921; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00",Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Relevant CETa workmanship/component/interconnect instruction; C1 ESD/safety habits,12,career-w12-career-integration-solder-rework-workmanship-and-harness-evidence,Career integration: solder/rework workmanship and harness evidence,12,12,19,19; 29,12,SEM-C4-12-1640A,,Required semantic task SEM-C4-12-078; required primary lesson gate; v16.3 integrated lesson checks; Week 12 mastery/teach-back.,Week 12 Career — Career integration: solder/rework workmanship and harness evidence,16.3.42
C5.1,Reproduce a fault reliably and define the observed symptom before attempting a fix.,Reproduce a fault reliably and define the observed symptom before attempting a fix.,KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,5,career-w05-start-with-an-observable-failure-statement,Start with an observable failure statement,5,5,13,13; 20; 21; 28,13,SEM-C5-13-1640A,CAREER-W02-GATE,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.,Week 5 Career — Start with an observable failure statement,16.3.42
C5.2,Form a testable hypothesis from expected versus actual behavior and choose the next measurement that best separates competing causes.,Form a testable hypothesis from expected versus actual behavior and choose the next measurement that best separates competing causes.,KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,2,career-w02-turn-a-schematic-into-a-measurement-plan,Turn a schematic into a measurement plan,2,2,5,5; 6; 7; 8; 9; 10; 13; 19; 20; 21; 22; 28,13,SEM-C5-13-1640A,CAREER-W02-CHECK-2; CAREER-W05-CHECK-1; CAREER-W08-CHECK-1; CAREER-W09-CHECK-1; CAREER-W10-CHECK-1; CAREER-W21-GATE,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.,Week 2 Career — Turn a schematic into a measurement plan,16.3.42
C5.3,"Use divide-and-conquer, known-good substitution, signal tracing, or rail-by-rail checks appropriately without changing multiple variables at once.","Use divide-and-conquer, known-good substitution, signal tracing, or rail-by-rail checks appropriately without changing multiple variables at once.",KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,2,career-w02-use-the-first-bad-boundary,Use the first bad boundary,2,2,5,5; 9; 10; 13; 28,13,SEM-C5-13-1640A,CAREER-W02-CHECK-1; CAREER-W13-CHECK-1,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.,Week 2 Career — Use the first bad boundary,16.3.42
C5.4,Distinguish root cause from symptom and verify that a repair removes the cause without creating a new failure.,Distinguish root cause from symptom and verify that a repair removes the cause without creating a new failure.,KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,5,career-w05-root-cause-requires-verification-after-the-fix,Root cause requires verification after the fix,5,5,13,13; 21; 28; 29,13,SEM-C5-13-1640A,CAREER-W05-CHECK-2; CAREER-W05-GATE; CAREER-W13-CHECK-2; CAREER-W13-GATE; CAREER-W28-CHECK-2,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.,Week 5 Career — Root cause requires verification after the fix,16.3.42
C5.5,Use fault injection or controlled perturbation to demonstrate that a diagnostic method can detect an expected failure mode.,Use fault injection or controlled perturbation to demonstrate that a diagnostic method can detect an expected failure mode.,MOVE,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Moved to the first curriculum location where the full competency is actually taught and can be assessed without future-concept leakage.,Alfred preserves the competency identity but moves required mastery evidence to the dependency-correct week.,,C5.1–C5.4 (expected→observed troubleshooting and causal hypothesis testing); C11.1–C11.4 (verification/test-case discipline); known-good project baseline,28,career-w28-controlled-fault-injection-needs-a-known-good-baseline,Controlled fault injection needs a known-good baseline,25,28,28,,28,SEM-C5-28-1640B,CAREER-W25-CHECK-2; CAREER-W28-CHECK-1; CAREER-W28-GATE,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.,Week 28 Career — Controlled fault injection needs a known-good baseline,16.3.42
C5.6,"Write a concise failure report containing symptom, setup, evidence, root cause, corrective action, and verification.","Write a concise failure report containing symptom, setup, evidence, root cause, corrective action, and verification.",KEEP,Informed by / cross-checked against,pccEET101B,EET 101B — Electronic Equipment and Lab Skills,https://www.pcc.edu/ccog/eet/101b/,onetTech; nasaSystems,onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00; nasaSystems: NASA Systems Engineering Handbook — https://www.nasa.gov/reference/systems-engineering-handbook/,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C2 expected/design-intent model; C3 measurement planning; known-good behavior before faults,13,career-w13-report-the-diagnosis-now-formal-fault-injection-comes-later,Report the diagnosis now; formal fault injection comes later,13,13,20,20; 28; 30; 31,13,SEM-C5-13-1640A,,Required semantic task SEM-C5-13-079; required primary lesson gate; v16.3 integrated lesson checks; Week 13 mastery/teach-back.,Week 13 Career — Report the diagnosis now; formal fault injection comes later,16.3.42
C6.1,"Write and explain C expressions using integer types, operators, precedence, conditionals, and loops.","Read, write, and trace small C programs using typed variables, expressions, assignments, conditionals, and loops; predict control flow and resulting values before running the code.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CETA-W14 computer/representation foundation; no prior programming assumed,14,career-w14-a-c-program-is-source-text-that-must-be-translated-before-it-runs,A C program is source text that must be translated before it runs,14,14,14,,14,SEM-C6-14-1640,,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.,Week 14 Career — A C program is source text that must be translated before it runs,16.3.42
C6.2,"Use functions, prototypes, parameters, return values, and scope to organize code into testable units.","Use function declarations/prototypes, parameters, return values, and scope to divide C programs into small testable units and explain the data passed into and out of each unit.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CETA-W14 computer/representation foundation; no prior programming assumed,14,career-w14-functions-create-testable-units-and-explicit-data-flow,Functions create testable units and explicit data flow,14,14,26,26,14,SEM-C6-14-1640,,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.,Week 14 Career — Functions create testable units and explicit data flow,16.3.42
C6.3,"Use arrays, strings, structs, enums, and pointers without confusing values, addresses, and object lifetimes.","Use arrays, strings, structs, and enums to represent small embedded/test-program data structures while maintaining bounds, type, and lifetime discipline.",SPLIT,Informed by,cs50C,CS50x Week 4 — Memory and Pointers,https://cs50.harvard.edu/x/notes/4/,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,The prior standard combined aggregate data structures with the separate value/address/pointer mental model. It is split so pointers can be taught and assessed explicitly rather than hidden inside one overloaded competency.,C6.3 now owns aggregate data structures; new C6.7 owns addresses/pointers and lifetime-safe pointer use.,,CETA-W14 computer/representation foundation; no prior programming assumed,14,career-w14-arrays-strings-structs-and-enums-organize-related-data,"Arrays, strings, structs, and enums organize related data",14,14,15,15,14,SEM-C6-14-1640,CAREER-W14-CHECK-1,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.,"Week 14 Career — Arrays, strings, structs, and enums organize related data",16.3.42
C6.4,"Use bitwise AND, OR, XOR, shifts, and masks to inspect or modify individual bits.","Use bitwise AND, OR, XOR, shifts, and masks to inspect or modify specific bits, and explain the before/after bit pattern rather than treating the operation as a memorized formula.",REWRITE,Informed by,armEmbedded,Embedded C Programming with Arm Cortex-M,https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,beejC,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Week 14 typed integers and binary representation; explicit bit-position/mask teaching precedes mastery.,14,career-w14-i-do-we-do-you-do-inspect-set-clear-toggle-and-shift-a-bit,"I DO → WE DO → YOU DO: inspect, set, clear, toggle, and shift a bit",14,14,15,15; 26,14,SEM-C6-14-1640,,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.,"Week 14 Career — I DO → WE DO → YOU DO: inspect, set, clear, toggle, and shift a bit",16.3.42
C6.5,"Identify common C defects such as off-by-one errors, uninitialized variables, invalid pointer use, integer overflow, and missing bounds checks.","Recognize and prevent common C defects including off-by-one errors, uninitialized data, invalid pointer use, out-of-bounds access, integer conversion/overflow problems, and missing validation.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC; cs50C; armEmbedded,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/; cs50C: CS50x Week 4 — Memory and Pointers — https://cs50.harvard.edu/x/notes/4/; armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CETA-W14 computer/representation foundation; no prior programming assumed,14,career-w14-i-do-we-do-you-do-trace-change-and-debug,"I DO → WE DO → YOU DO: trace, change, and debug",14,14,15,15; 26,14,SEM-C6-14-1640,,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.,"Week 14 Career — I DO → WE DO → YOU DO: trace, change, and debug",16.3.42
C6.6,"Compile with warnings enabled, read diagnostics, and debug a small program methodically rather than changing code at random.","Build small C programs with warnings enabled, interpret compiler/runtime diagnostics, reproduce failures with controlled inputs, inspect state, and debug by testing one hypothesis at a time.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,beejC; cs50C; armEmbedded,beejC: Beej's Guide to C Programming — https://beej.us/guide/bgc/; cs50C: CS50x Week 4 — Memory and Pointers — https://cs50.harvard.edu/x/notes/4/; armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,CETA-W14 computer/representation foundation; no prior programming assumed,14,career-w14-i-do-we-do-you-do-trace-change-and-debug,"I DO → WE DO → YOU DO: trace, change, and debug",14,14,15,15,14,SEM-C6-14-1640,,Required semantic task SEM-C6-14-080; required primary lesson gate; v16.3 integrated lesson checks; Week 14 mastery/teach-back.,"Week 14 Career — I DO → WE DO → YOU DO: trace, change, and debug",16.3.42
C6.7,,"Explain the difference between a value and an address, use pointers to access valid objects/arrays, and identify invalid, null, out-of-bounds, and lifetime-related pointer risks in small C programs.",ADD,Informed by,beejC,Beej's Guide to C Programming,https://beej.us/guide/bgc/,cs50C; armEmbedded,cs50C: CS50x Week 4 — Memory and Pointers — https://cs50.harvard.edu/x/notes/4/; armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,Added because pointer/address reasoning is a prerequisite for embedded C and deserved an explicit independently teachable competency rather than being buried inside C6.3.,"Alfred introduces the address mental model only after arrays/functions, then uses tiny examples before MCU register/peripheral code.",,"CETA-W14 (computer/memory representation); C6.1–C6.3 (program anatomy, control flow, arrays/data structures)",14,career-w14-addresses-and-pointers-make-memory-locations-explicit,Addresses and pointers make memory locations explicit,14,14,14,,14,SEM-C6-14-1640,CAREER-W14-CHECK-2; CAREER-W14-GATE,Required semantic task SEM-C6-14-1640; v16.3.40 integrated lesson checks; changed-context mastery evidence.,Week 14 Career — Addresses and pointers make memory locations explicit,16.3.42
C7.1,"Explain the role of CPU, registers, memory, peripherals, clocking, interrupts, and buses in a microcontroller system.","Explain an embedded microcontroller as CPU + memory + clocks + buses + peripherals + registers, and connect each part to what executing C code can observe or control.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armKit; stTraining,armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C6 C-programming foundation; CETA-W15 MCU/computer concepts,15,career-w15-map-c-onto-a-microcontroller-before-adding-concurrency,Map C onto a microcontroller before adding concurrency,15,15,16,16,15,SEM-C7-15-081,,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.,Week 15 Career — Map C onto a microcontroller before adding concurrency,16.3.42
C7.2,Use volatile and fixed-width integer types appropriately when code interacts with hardware registers or asynchronous events.,"Use fixed-width integer types and volatile appropriately for hardware registers or asynchronously changed state, and explain what volatile does and does not guarantee.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C6 C-programming foundation; CETA-W15 MCU/computer concepts,15,career-w15-volatile-solves-one-compiler-visibility-problem-not-concurrency,"`volatile` solves one compiler-visibility problem, not concurrency",15,15,16,16; 26,15,SEM-C7-15-081,CAREER-W15-CHECK-1; CAREER-W15-GATE,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.,"Week 15 Career — `volatile` solves one compiler-visibility problem, not concurrency",16.3.42
C7.3,Apply read-modify-write and bit-mask operations to peripheral control registers while preserving unrelated bits.,Apply read-modify-write and bit masks to memory-mapped peripheral registers while preserving unrelated bits and checking the relevant register documentation.,REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C6 C-programming foundation; CETA-W15 MCU/computer concepts,15,career-w15-register-operations-are-controlled-bit-changes,Register operations are controlled bit changes,15,15,16,16; 26,15,SEM-C7-15-081,,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.,Week 15 Career — Register operations are controlled bit changes,16.3.42
C7.4,Design a nonblocking state machine for a simple embedded behavior instead of relying on long blocking delays.,"Convert a simple blocking embedded behavior into an explicit nonblocking state machine with named states, transitions, events, and bounded timing behavior.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C6 C-programming foundation; CETA-W15 MCU/computer concepts,15,career-w15-state-machines-make-behavior-explicit,State machines make behavior explicit,15,15,26,26,15,SEM-C7-15-081,CAREER-W15-CHECK-2,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.,Week 15 Career — State machines make behavior explicit,16.3.42
C7.5,Explain polling versus interrupts and select the simpler correct approach for a given timing requirement.,"Explain polling and interrupts from the CPU/peripheral point of view and choose the simpler correct mechanism for a stated latency, timing, and complexity requirement.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C6 C-programming foundation; CETA-W15 MCU/computer concepts,15,career-w15-polling-and-interrupts-are-two-ways-to-notice-events,Polling and interrupts are two ways to notice events,15,15,16,16; 26,15,SEM-C7-15-081,,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.,Week 15 Career — Polling and interrupts are two ways to notice events,16.3.42
C7.6,"Separate hardware abstraction, application logic, and diagnostic output so firmware is easier to test and troubleshoot.","Separate hardware-access code, application/state logic, and diagnostic output so each layer can be reasoned about, tested, and troubleshot independently.",REWRITE,Informed by,tamuESET,Electronic Systems Engineering Technology (ESET) course descriptions,https://catalog.tamu.edu/undergraduate/course-descriptions/eset/,armEmbedded; armKit; stTraining,armEmbedded: Embedded C Programming with Arm Cortex-M — https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems; stTraining: STM32 Online Training — https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C6 C-programming foundation; CETA-W15 MCU/computer concepts,15,career-w15-career-integration-embedded-c-mcu-architecture-and-nonblocking-design,"Career integration: embedded C, MCU architecture, and nonblocking design",15,15,26,26,15,SEM-C7-15-081,CAREER-W26-CHECK-1; CAREER-W26-CHECK-2; CAREER-W26-GATE,Required semantic task SEM-C7-15-081; required primary lesson gate; v16.3 integrated lesson checks; Week 15 mastery/teach-back.,"Week 15 Career — Career integration: embedded C, MCU architecture, and nonblocking design",16.3.42
C8.1,"Create an STM32 project with correct MCU/board selection, clock configuration, pin mapping, and generated initialization code.","Create an STM32 project by identifying the exact board/MCU, configuring clocks and pins, generating/inspecting initialization, building the project, and identifying the produced firmware image.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,16,career-w16-identify-the-physical-board-target-mcu-and-debug-path-first,"Identify the physical board, target MCU, and debug path first",16,16,16,,16,SEM-C8-16-1640,,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.,"Week 16 Career — Identify the physical board, target MCU, and debug path first",16.3.42
C8.2,Bring up a GPIO input/output and verify both firmware state and physical pin behavior.,"Bring up one STM32 GPIO path from project configuration through firmware state to physical pin behavior, using an independent measurement to prove the result.",REWRITE,Adapted from / informed by,stTraining,STM32 Online Training,https://www.st.com/content/st_com/en/support/learning/stm32-online-training.html,stMooc; tamuESET; armKit,stMooc: STM32CubeMX and STM32Cube HAL Basics — https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html; tamuESET: Electronic Systems Engineering Technology (ESET) course descriptions — https://catalog.tamu.edu/undergraduate/course-descriptions/eset/; armKit: Efficient Embedded Systems Education Kit — https://www.arm.com/resources/education/education-kits/efficient-embedded-systems,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,C7 embedded-C/MCU architecture; C3 measurement evidence; CETA-W16 MCU/toolchain concepts,16,career-w16-career-integration-stm32-bring-up-and-swd-evidence,Career integration: STM32 bring-up and SWD evidence,16,16,17,17,16,SEM-C8-16-1640,,Required semantic task SEM-C8-16-082; required primary lesson gate; v16.3 integrated lesson checks; Week 16 mastery/teach-back.,Week 16 Career — Career integration: STM32 bring-up and SWD evidence,16.3.42
