"track","code","officialRequirement","category","categoryTitle","week","lesson","teachingSection","teachingLevel","guidedPractice","independentPractice","assessmentEvidence","masteryEvidence","laboratoryEvidence","labId"
"CETa","8.15","Explain reasons for using rheostats, isolation transformers and variacs and why size matters","8","Test Equipment and Measurements","3","What each instrument measures and how the controls map to quantities","W03-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 8.15 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 8.15 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:8.15; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"CETa","8.16","Explain how a potentiometer functions and its use as a variable voltage divider","8","Test Equipment and Measurements","3","What each instrument measures and how the controls map to quantities","W03-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 8.16 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 8.16 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:8.16; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"Career","C3.1","Configure and use a DMM correctly for voltage, resistance/continuity, and current without creating a hazardous or circuit-altering connection.","C3","Measurement & Instrumentation","3","Measurement planning, probe discipline, and uncertainty","W03-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C3.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C3.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C3.1; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"Career","C3.2","Configure a bench power supply in constant-voltage/current-limit operation and use current consumption as a bring-up diagnostic.","C3","Measurement & Instrumentation","3","Measurement planning, probe discipline, and uncertainty","W03-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C3.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C3.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C3.2; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"Career","C3.3","Configure an oscilloscope probe, coupling, vertical scale, timebase, trigger, and reference ground to obtain a stable useful measurement.","C3","Measurement & Instrumentation","3","Measurement planning, probe discipline, and uncertainty","W03-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C3.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C3.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C3.3; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"Career","C3.4","Measure amplitude, frequency, period, duty cycle, rise/fall behavior, and DC offset from waveforms and explain measurement limitations.","C3","Measurement & Instrumentation","3","Measurement planning, probe discipline, and uncertainty","W03-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C3.4 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C3.4 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C3.4; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"Career","C3.6","Select a measurement instrument based on the hypothesis being tested rather than probing randomly.","C3","Measurement & Instrumentation","3","Measurement planning, probe discipline, and uncertainty","W03-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C3.6 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C3.6 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C3.6; in-lesson knowledge check; Week 3 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-003: Instrument/setup table, predicted and measured DC values, one annotated waveform, manual frequency calculation, and one limitation statement. Physical proficiency is credited only on the physical route.","LAB-003"
"CETa","2.8","Describe the different purposes for capacitors and list common types and construction","2","Electrical Theory","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.8 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.8 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.8; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","2.9","Explain how inductance relates to magnetism and describe coil construction, cores and usages","2","Electrical Theory","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.9 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.9 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.9; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","2.10","Compare reactance and resistance and describe current/voltage relationships","2","Electrical Theory","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.10 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.10 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.10; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","9.1","Quote Ohm’s law formulas for power, voltage, current and resistance and solve for circuit values","9","Mathematics and Formulas","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.1; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","9.3","Explain how to calculate wavelength, frequency and power values","9","Mathematics and Formulas","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.3; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","9.4","Convert binary, decimal, octal, hexadecimal numbers","9","Mathematics and Formulas","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.4 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.4 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.4; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","9.6","Explain decibels (dB) and show reasons for using dBs in signal level, power and audio calculations","9","Mathematics and Formulas","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.6 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.6 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.6; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","9.8.1","Describe the NIST.gov Special Publication 811, 9.3: unit name with SI prefix exceptions, (i.e. kilohm and megohm)","9","Mathematics and Formulas","4","Waveform language and energy-storage behavior","W04-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.8.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.8.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.8.1; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"Career","C2.5","Interpret pull-ups, pull-downs, decoupling capacitors, current-limiting resistors, protection devices, and common interface support circuitry.","C2","Schematics, Datasheets & Design Intent","4","Turn time-domain measurements into filter and fault evidence","W04-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C2.5 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C2.5 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C2.5; in-lesson knowledge check; Week 4 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-004: Waveform math, labeled capture, time-constant or response table, discrepancy analysis, and a one-sentence instrument limitation. Physical proficiency is credited only on the physical route.","LAB-004"
"CETa","2.11","Compare impedance with reactance and resistance and then explain the causes and effects of impedance, combined reactance","2","Electrical Theory","6","From reactance to impedance, phase, and resonance","W06-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.11 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.11 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.11; in-lesson knowledge check; Week 6 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-006: Calculations, impedance or response sketch, data table, plot/captures, model-versus-measurement explanation, and one fault hypothesis. Physical proficiency is credited only on the physical route.","LAB-006"
"CETa","2.12","List voltage sources, AC and DC, batteries and natural generation","2","Electrical Theory","6","From reactance to impedance, phase, and resonance","W06-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.12 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.12 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.12; in-lesson knowledge check; Week 6 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-006: Calculations, impedance or response sketch, data table, plot/captures, model-versus-measurement explanation, and one fault hypothesis. Physical proficiency is credited only on the physical route.","LAB-006"
"CETa","4.7","Classify circuits as inductive, capacitive and resistive","4","Electronic Circuits: Series and Parallel","6","From reactance to impedance, phase, and resonance","W06-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 4.7 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 4.7 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:4.7; in-lesson knowledge check; Week 6 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-006: Calculations, impedance or response sketch, data table, plot/captures, model-versus-measurement explanation, and one fault hypothesis. Physical proficiency is credited only on the physical route.","LAB-006"
"CETa","2.2","Describe the principles of electromagnetism","2","Electrical Theory","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.2; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","2.3","Explain uses for magnetism in electronics technology","2","Electrical Theory","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.3; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","2.5","Describe the basic methods of using electricity to operate a motor and how mechanical motion causes a generator to produce electrical current","2","Electrical Theory","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.5 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.5 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.5; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.1","Identify resistors as to type and applications","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.1; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.1.1","Describe the following type of resistors: carbon film, fixed value, metal film, potentiometer, rheostats, thermistors, and wire wound","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.1.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.1.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.1.1; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.1.2","Identify resistor values from color code or other marks and list composition","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.1.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.1.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.1.2; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.1.3","Explain how thermally sensitive components are used","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.1.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.1.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.1.3; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.1.4","Calculate voltage division on a potentiometer","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.1.4 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.1.4 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.1.4; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.2","Identify capacitor types and list common usages","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.2; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.2.1","Identify methods of varying capacitance","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.2.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.2.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.2.1; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.2.2","Explain the terms charge and coulomb","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.2.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.2.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.2.2; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.3","Identify inductor types and reasons for various core materials","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.3; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.3.1","Explain how diameter and wire size affects these values","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.3.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.3.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.3.1; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.4","Identify common types of transformers and list uses for each","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.4 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.4 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.4; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.4.1","Explain step up/down voltage methods","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.4.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.4.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.4.1; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
"CETa","3.4.2","Explain why laminations are used","3","Electronic Components","7","Component families, ratings, magnetism, and machines","W07-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 3.4.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 3.4.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:3.4.2; in-lesson knowledge check; Week 7 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-007: Datasheet excerpts by section name, calculations, annotated circuit, pre-power checklist, measured behavior, and fault/rating analysis. Physical proficiency is credited only on the physical route.","LAB-007"
