Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
4,aacSinusoidalSignals,aacSinusoidalSignals,Characteristics of Sinusoidal Signals,All About Circuits,Engineering video tutorial with transcript,Required · Teaching tutorial,RETAINED + INTEGRATED,4,CETa,concept-1,A waveform needs both vertical and horizontal descriptions,Taught in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=4&media=aacSinusoidalSignals,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Label units, reference, amplitude convention, period, frequency and phase before interpretation.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,aacSystemNotationsGraphs,aacSystemNotations,"System Notations — Linear, Logarithmic, and Polar Graphs",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Technical graph interpretation,RETAINED + INTEGRATED,4,CETa,concept-6,Decibels and graphs as engineering representations,Taught in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=4&media=aacSystemNotationsGraphs,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Identify axis quantity/unit/scale before reading a value; do not assume equal physical spacing means equal numeric increments on a log axis.",Canonical alias of aacSystemNotations,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,adiLtspice,adiLtspice,LTspice Getting Started,Analog Devices,Manufacturer video series,Virtual route · Application,RETAINED + INTEGRATED,4,Career,career-w04-time-domain-and-frequency-domain-evidence-describe-the-same-network,Time-domain and frequency-domain evidence describe the same network,Lab preparation for,optional,YES,learn.html?week=4&stage=career-lesson&lesson=1&section=career-w04-time-domain-and-frequency-domain-evidence-describe-the-same-network&from=media&mediaWeek=4&media=adiLtspice,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Compare simulated 63% point and response trend to calculations.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
4,khanEquationIsolation,khanEquationIsolation,Why We Do the Same Thing to Both Sides — Isolating a Variable,Khan Academy,Algebra video lesson with worked equations,Required · Formula/equation rearrangement foundation,RETAINED + INTEGRATED,4,CETa,concept-4,"Core formulas, SI prefixes, NIST spelling exceptions, and scientific notation",Used in,required,YES,learn.html?week=4&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=4&media=khanEquationIsolation,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Perform the same legal operation to both sides, track units, and substitute the result back into the original relationship as a check.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,aacTroubleshootOpenShort,aacTroubleshootOpenShort,Troubleshooting Open and Shorted Series Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,5,Career,career-w05-start-with-an-observable-failure-statement,Start with an observable failure statement,Demonstrated in,required,YES,learn.html?week=5&stage=career-lesson&lesson=1&section=career-w05-start-with-an-observable-failure-statement&from=media&mediaWeek=5&media=aacTroubleshootOpenShort,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Predict which voltages/currents change before measuring.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,aacTroubleshootParallel,aacTroubleshootParallel,Troubleshooting Parallel Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,5,Career,career-w05-let-each-measurement-shrink-the-fault-space,Let each measurement shrink the fault space,Demonstrated in,required,YES,learn.html?week=5&stage=career-lesson&lesson=1&section=career-w05-let-each-measurement-shrink-the-fault-space&from=media&mediaWeek=5&media=aacTroubleshootParallel,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Know the expected-good reading, minimize measurements and choose the best instrument.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,aacTroubleshootSeries,aacTroubleshootSeries,Troubleshooting Series Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,5,Career,career-w05-let-each-measurement-shrink-the-fault-space,Let each measurement shrink the fault space,Demonstrated in,required,YES,learn.html?week=5&stage=career-lesson&lesson=1&section=career-w05-let-each-measurement-shrink-the-fault-space&from=media&mediaWeek=5&media=aacTroubleshootSeries,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Recognize near-open/near-short behavior from voltage patterns.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,aacTroubleshootSeriesParallel,aacTroubleshootSeriesParallel,Troubleshooting Series-Parallel Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,5,Career,career-w05-competing-hypotheses-make-measurements-useful,Competing hypotheses make measurements useful,Demonstrated in,required,YES,learn.html?week=5&stage=career-lesson&lesson=1&section=career-w05-competing-hypotheses-make-measurements-useful&from=media&mediaWeek=5&media=aacTroubleshootSeriesParallel,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Choose test points because they split hypotheses.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,aacTroubleshootingStrategies,aacTroubleshootingStrategies,Troubleshooting Strategies,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Teaching lecture,RETAINED + INTEGRATED,5,Career,career-w05-root-cause-requires-verification-after-the-fix,Root cause requires verification after the fix,Demonstrated in,required,YES,learn.html?week=5&stage=career-lesson&lesson=1&section=career-w05-root-cause-requires-verification-after-the-fix&from=media&mediaWeek=5&media=aacTroubleshootingStrategies,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: For each method, state what evidence confirms/rejects a hypothesis and what could mislead it.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,etaFormula,etaFormula,Common Formulas,ETA International,Official reference,Required · Post-retrieval reference,RETAINED + INTEGRATED,5,CETa,practice,Practice and misconceptions,Used in,required,YES,learn.html?week=5&stage=ceta-lesson&lesson=0&section=practice&from=media&mediaWeek=5&media=etaFormula,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Do not convert mastery into recognition by reading the sheet first.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
5,mitLabs,mitLabs,6.002 Laboratory Materials,MIT OpenCourseWare,University lab collection,Reference · Evidence model,RETAINED + INTEGRATED,5,Career,career-w05-verification-is-more-than-seeing-the-output-once,Verification is more than seeing the output once,Used in,supporting,YES,learn.html?week=5&stage=career-lesson&lesson=1&section=career-w05-verification-is-more-than-seeing-the-output-once&from=media&mediaWeek=5&media=mitLabs,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Identify what makes a result reproducible and defensible.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
6,aacRcRl,aacRcRl,RC and RL Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Reactance/phase teaching,RETAINED + INTEGRATED,6,CETa,concept-1,Reactance is frequency-dependent opposition,Review of,required,YES,learn.html?week=6&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=6&media=aacRcRl,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: State the direction of XC and XL change with frequency and identify leading/lagging relationships before calculation.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
6,aacResonantFilters,aacResonantFilters,Resonant Filters,All About Circuits,Engineering textbook tutorial with SPICE examples,Required · Resonance/filter teaching,RETAINED + INTEGRATED,6,CETa,concept-3,Resonance and transformation are controlled relationships,Taught in,required,YES,learn.html?week=6&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=6&media=aacResonantFilters,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Distinguish series-resonant minimum impedance from parallel-resonant maximum impedance and relate both to the frequency response.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
6,aacSeriesRlc,aacSeriesRlc,"Series R, L, and C — Reactance and Impedance",All About Circuits,Engineering textbook tutorial,Required · Impedance worked tutorial,RETAINED + INTEGRATED,6,CETa,concept-6,Resonance is cancellation of opposite reactances,Demonstrated in,required,YES,learn.html?week=6&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=6&media=aacSeriesRlc,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Calculate XL/XC first, combine impedance correctly, and connect total impedance to current and phase.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
6,aacTransformerPart1,aacTransformerPart1,Transformers (Part 1),North Seattle Community College / All About Circuits,College video lecture,Required · Transformer teaching,RETAINED + INTEGRATED,6,CETa,concept-3,Resonance and transformation are controlled relationships,Taught in,required,YES,learn.html?week=6&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=6&media=aacTransformerPart1,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Relate Np/Ns to voltage ratio and explain why current changes in the opposite direction for an ideal transformer.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
6,adiLtspice,adiLtspice,LTspice Getting Started,Analog Devices,Manufacturer video series,Required · Frequency-response application,RETAINED + INTEGRATED,6,Career,career-w06-characterization-starts-with-a-model-and-a-sweep-plan,Characterization starts with a model and a sweep plan,Lab preparation for,required,YES,learn.html?week=6&stage=career-lesson&lesson=1&section=career-w06-characterization-starts-with-a-model-and-a-sweep-plan&from=media&mediaWeek=6&media=adiLtspice,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Record sweep range, source amplitude, resonant/cutoff frequencies and magnitude/phase changes.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacBjtIntro,aacBjtIntro,Bipolar Transistors — Introduction,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · BJT family instruction,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=aacBjtIntro,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Keep device polarity and terminal identification explicit; do not treat a BJT as interchangeable with a MOSFET.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacCapacitorsPart1,aacCapacitorsPart1,"Capacitors (Part 1) — Construction, Charge, Capacitance, and Q=CV",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Capacitor construction/calculation video,RETAINED + INTEGRATED,7,CETa,concept-5,"Capacitors: type, variable capacitance, charge, and coulombs",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=7&media=aacCapacitorsPart1,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Distinguish charge Q, capacitance C and voltage V; explain what geometry/dielectric changes do to capacitance.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacCapacitorsPart2,aacCapacitorsPart2,"Capacitors (Part 2) — Current Flow, Types, Polarity, and Ratings",North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Capacitor type/rating video,RETAINED + INTEGRATED,7,CETa,concept-5,"Capacitors: type, variable capacitance, charge, and coulombs",Used in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=7&media=aacCapacitorsPart2,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Treat polarity and voltage rating as safety/reliability constraints; do not infer dielectric technology from package appearance alone.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacCmosGateCircuitry,aacCmosGateCircuitry,CMOS Gate Circuitry,All About Circuits,Engineering textbook tutorial,Required · CMOS device-family instruction,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=aacCmosGateCircuitry,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Recognize floating-input behavior and family-specific logic-voltage limits rather than assuming ideal 0/5 V logic.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacComponentResistors,aacComponentResistors,Electronic Components — Resistors,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Component-identification video,RETAINED + INTEGRATED,7,CETa,concept-4,"Resistor families, markings, thermistors, and potentiometers",Demonstrated in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=7&media=aacComponentResistors,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Identify value, tolerance, power implications and variable-resistor terminal use from the physical part rather than schematic symbol alone.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacDarlington,aacDarlington,Darlington Pair — Compound BJT Current Gain,All About Circuits,Engineering textbook tutorial within common-collector amplifiers,Required · Darlington family instruction,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=aacDarlington,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Recognize that higher compound gain does not remove saturation-voltage, speed or power limits.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacDiac,aacDiac,The DIAC,All About Circuits,Engineering textbook tutorial,Required · DIAC instruction,RETAINED + INTEGRATED,7,CETa,concept-8,SCR/DIAC/TRIAC and diode families,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-8&from=media&mediaWeek=7&media=aacDiac,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Distinguish the DIAC trigger role from the TRIAC power-control role.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacElectromagneticInduction,aacElectromagneticInduction,Electromagnetic Induction,All About Circuits,Engineering textbook tutorial,Required · Generator/transformer foundation,RETAINED + INTEGRATED,7,CETa,concept-2,Electricity and magnetism convert energy in both directions,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=7&media=aacElectromagneticInduction,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Connect flux change to induced voltage and use the concept to explain generator and transformer action.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacElectromagnetism,aacElectromagnetism,Electromagnetism,All About Circuits,Engineering textbook tutorial,Required · Magnetism/relay foundation,RETAINED + INTEGRATED,7,CETa,concept-2,Electricity and magnetism convert energy in both directions,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=7&media=aacElectromagnetism,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Use the right-hand rule and explain why more turns/current increase magnetomotive force.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacElectronicComponents,aacElectronicComponents,Electronic Components,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Relay/switch/component teaching,RETAINED + INTEGRATED,7,CETa,concept-3,Relays separate coil control from switched contacts,Used in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=7&media=aacElectronicComponents,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Trace the coil and contact states separately and distinguish normal/de-energized state from energized state.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacIgbt,aacIgbt,Insulated-Gate Bipolar Transistors (IGBTs),All About Circuits,Engineering textbook tutorial,Required · IGBT family instruction,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=aacIgbt,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Classify it separately from a MOSFET or BJT and use current datasheets for switching/thermal limits.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacInductorsPart2,aacInductorsPart2,Inductors (Part 2) — Types and Applications,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Inductor types/application video,RETAINED + INTEGRATED,7,CETa,concept-6,"Inductors and transformers: construction, cores, turns, and laminations",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=7&media=aacInductorsPart2,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Connect core/application choice to inductance, reactance and unwanted RF behavior rather than treating every coil as interchangeable.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacIntroICs,aacIntroICs,Introduction to Integrated Circuits (ICs),All About Circuits,Engineering video tutorial,Required · IC construction/package video,RETAINED + INTEGRATED,7,CETa,concept-9,Integrated circuits and relay types including solid-state relays,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-9&from=media&mediaWeek=7&media=aacIntroICs,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate the silicon die/circuit from the external package and recognize that package style does not define function.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacJfet,aacJfet,Junction Field-Effect Transistors (JFET),North Seattle Community College / All About Circuits,College video lecture with transcript,Required · JFET family instruction,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Used in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=aacJfet,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Contrast JFET junction-gate control with insulated-gate MOSFET behavior.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacMosfetLecture,aacMosfetLecture,MOSFETs — MOS Field Effect Transistors,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · MOSFET/CMOS family instruction,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Used in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=aacMosfetLecture,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Do not confuse VGS(th) with a guaranteed fully enhanced low RDS(on) operating point.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacPassiveComponents,aacPassiveComponents,"Passive, Active, and Electromechanical Components",All About Circuits,Engineering video tutorial,Required · Component-family teaching,RETAINED + INTEGRATED,7,CETa,concept-1,A part name does not establish suitability,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=7&media=aacPassiveComponents,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Identify resistor/capacitor/inductor/transformer/sensor/switch/connector/motor/generator roles from function, not appearance alone.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacResistorTypes,aacResistorTypes,"Resistor Types — Thermistors, Photoresistors, Potentiometers, and Construction",All About Circuits,Engineering textbook tutorial,Required · Specialty-resistor reference,RETAINED + INTEGRATED,7,CETa,concept-4,"Resistor families, markings, thermistors, and potentiometers",Used in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-4&from=media&mediaWeek=7&media=aacResistorTypes,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Separate a fixed resistor from a sensor-dependent resistor and explain what physical quantity changes its resistance.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacSpecialPurposeDiodes,aacSpecialPurposeDiodes,Special-Purpose Diodes — Schottky and Other Device Types,All About Circuits,Engineering textbook tutorial,Required · Special-diode family instruction,RETAINED + INTEGRATED,7,CETa,concept-8,SCR/DIAC/TRIAC and diode families,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-8&from=media&mediaWeek=7&media=aacSpecialPurposeDiodes,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Compare forward drop, switching/recovery and application rather than memorizing names only.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacSsrBasics,aacSsrBasics,The Basics of SSRs (Solid-State Relays),All About Circuits,Engineering technical article,Required · Solid-state relay teaching,RETAINED + INTEGRATED,7,CETa,concept-9,Integrated circuits and relay types including solid-state relays,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-9&from=media&mediaWeek=7&media=aacSsrBasics,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Check output device/type, leakage/on-state loss and whether the load is AC or DC before selecting an SSR.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacTriac,aacTriac,The TRIAC,All About Circuits,Engineering textbook tutorial,Required · TRIAC/SCR-family instruction,RETAINED + INTEGRATED,7,CETa,concept-8,SCR/DIAC/TRIAC and diode families,Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-8&from=media&mediaWeek=7&media=aacTriac,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Recognize latching/holding behavior and why AC control differs from a simple transistor switch.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,aacZener,aacZener,Special Diodes — Zener Diodes,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Zener diode instruction,RETAINED + INTEGRATED,7,CETa,concept-8,SCR/DIAC/TRIAC and diode families,Used in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-8&from=media&mediaWeek=7&media=aacZener,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Keep ordinary forward conduction distinct from controlled reverse-breakdown use.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,digiKeyDatasheet,digiKeyDatasheet,How To Read A Datasheet — Electronics with Becky Stern,DigiKey Electronics,Industry instructional video,Required · Ratings/datasheet teaching,RETAINED + INTEGRATED,7,Career,career-w07-read-the-datasheet-in-a-risk-first-order,Read the datasheet in a risk-first order,Taught in,required,YES,learn.html?week=7&stage=career-lesson&lesson=1&section=career-w07-read-the-datasheet-in-a-risk-first-order&from=media&mediaWeek=7&media=digiKeyDatasheet,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate absolute maximum ratings from normal operating conditions and cite the exact table/graph used.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,neetsSolidStateDevices,neetsSolidStateDevices,NEETS Module 7 — Introduction to Solid-State Devices and Power Supplies,U.S. Navy Electricity and Electronics Training Series / Historic Naval Ships Association,Technician self-study manual,Required · Semiconductor-family map,RETAINED + INTEGRATED,7,CETa,concept-7,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",Taught in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-7&from=media&mediaWeek=7&media=neetsSolidStateDevices,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Identify device role, terminals/control mechanism, polarity/directionality and the evidence needed before substitution.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,tiInductiveLoads,tiInductiveLoads,Driving inductive loads with power switches,Texas Instruments,Manufacturer training video,Required · Relay/solenoid switching,RETAINED + INTEGRATED,7,Career,career-w07-a-relay-coil-is-an-inductive-load,A relay coil is an inductive load,Demonstrated in,required,YES,learn.html?week=7&stage=career-lesson&lesson=1&section=career-w07-a-relay-coil-is-an-inductive-load&from=media&mediaWeek=7&media=tiInductiveLoads,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Predict polarity reversal and identify the safe current-decay path.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,tiMotorTypes,tiMotorTypes,Motor types,Texas Instruments,Manufacturer training video,Required · Motor-family overview,RETAINED + INTEGRATED,7,CETa,concept-12,Relays and machines convert electrical and magnetic behavior into motion,Demonstrated in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-12&from=media&mediaWeek=7&media=tiMotorTypes,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Identify what is being commutated and how the drive method differs by motor family.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
7,tiTransformers2026,tiTransformers2026,Transformers introduction,Texas Instruments / University of Texas at Austin,University-industry video lecture,Required · Real transformer behavior,RETAINED + INTEGRATED,7,CETa,concept-11,"Transformers couple magnetic flux, not DC continuity",Demonstrated in,required,YES,learn.html?week=7&stage=ceta-lesson&lesson=0&section=concept-11&from=media&mediaWeek=7&media=tiTransformers2026,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate ideal turns-ratio behavior from nonideal magnetic effects.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacBjtIntro,aacBjtIntro,Bipolar Transistors — Introduction,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · BJT teaching,RETAINED + INTEGRATED,8,CETa,concept-2,A BJT is controlled by base current,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=8&media=aacBjtIntro,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Identify emitter/base/collector and distinguish NPN from PNP orientation/bias.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacDarlington,aacDarlington,Darlington Pair — Compound BJT Current Gain,All About Circuits,Engineering textbook tutorial within common-collector amplifiers,Required · Darlington family reference,RETAINED + INTEGRATED,8,CETa,concept-2,A BJT is controlled by base current,Used in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=8&media=aacDarlington,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Recognize a Darlington as a compound BJT structure and account for its larger effective base-emitter drop in practical circuits.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacDiac,aacDiac,The DIAC,All About Circuits,Engineering textbook tutorial,Required · DIAC teaching,RETAINED + INTEGRATED,8,CETa,concept-6,Thyristors and specialized diodes have specific triggering behavior,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=8&media=aacDiac,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Distinguish DIAC breakover triggering from a gated SCR/TRIAC control terminal.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
8,aacDiodeCharacteristics,aacDiodeCharacteristics,Diode Characteristics — Diode and Diode Circuits,North Seattle Community College / All About Circuits,College video lecture with transcript,Required · Diode teaching,RETAINED + INTEGRATED,8,CETa,concept-1,A diode is directional but not an ideal check valve,Taught in,required,YES,learn.html?week=8&stage=ceta-lesson&lesson=0&section=concept-1&from=media&mediaWeek=8&media=aacDiodeCharacteristics,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Predict current path and polarity before calculating or measuring.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
